Player_Id,Year,Team,Games_Played,Attempts,Yards,Average,Long,TDs,First_Downs,First_Down_Percentage,Rushes_Over_Twenty_Yards,Rushes_Over_Forty_Yards,Fumbles 
frank-gifford,1956,NewYorkGiants,12,159,819,5.2,0,5,0,0,0,0,0
frank-gifford,1957,NewYorkGiants,12,136,528,3.9,0,5,0,0,0,0,0
frank-gifford,1958,NewYorkGiants,10,115,468,4.1,0,8,0,0,0,0,0
frank-gifford,1959,NewYorkGiants,11,106,540,5.1,0,3,0,0,0,0,0
frank-gifford,1960,NewYorkGiants,8,77,232,3,0,4,0,0,0,0,0
frank-gifford,1962,NewYorkGiants,14,2,18,9,0,1,0,0,0,0,0
frank-gifford,1963,NewYorkGiants,14,4,10,2.5,0,0,0,0,0,0,0
frank-gifford,1964,NewYorkGiants,13,1,2,2,0,1,0,0,0,0,0
frank-gifford,TOTAL,--,136,840,3609,4.3,0,34,0,0,0,0,0
frank-grant,1973,WashingtonRedskins,13,0,0,0,0,0,0,0,0,0,0
frank-grant,1974,WashingtonRedskins,14,1,-10,-10,0,0,0,0,0,0,0
frank-grant,1975,WashingtonRedskins,14,3,46,15.3,25,0,0,0,0,0,0
frank-grant,1976,WashingtonRedskins,14,1,-9,-9,-9,0,0,0,0,0,0
frank-grant,1977,WashingtonRedskins,14,0,0,0,0,0,0,0,0,0,0
frank-grant,1978,TampaBayBuccaneers,16,0,0,0,0,0,0,0,0,0,0
frank-grant,TOTAL,--,85,5,27,5.4,16,0,0,0,0,0,0
frank-greene,1934,ChicagoCardinals,11,31,82,2.6,0,0,0,0,0,0,0
frank-greene,TOTAL,--,11,31,82,2.7,0,0,0,0,0,0,0
frank-grigonis,1942,DetroitLions,10,37,131,3.5,0,1,0,0,0,0,0
frank-grigonis,TOTAL,--,10,37,131,3.5,0,1,0,0,0,0,0
fred-gehrke,1940,ClevelandRams,3,0,0,0,0,0,0,0,0,0,0
fred-gehrke,1945,ClevelandRams,10,74,467,6.3,0,7,0,0,0,0,0
fred-gehrke,1946,LosAngelesRams,10,71,371,5.2,0,3,0,0,0,0,0
fred-gehrke,1947,LosAngelesRams,11,59,304,5.2,0,0,0,0,0,0,0
fred-gehrke,1948,LosAngelesRams,12,56,246,4.4,0,1,0,0,0,0,0
fred-gehrke,1949,LosAngelesRams,12,58,203,3.5,0,2,0,0,0,0,0
fred-gehrke,1950,SanFrancisco49ers,7,3,4,1.3,0,0,0,0,0,0,0
fred-gehrke,TOTAL,--,65,321,1595,5,0,13,0,0,0,0,0
fred-gillett,1962,SanDiegoChargers,6,2,8,4,0,0,0,0,0,0,0
fred-gillett,1964,OaklandRaiders,3,0,0,0,0,0,0,0,0,0,0
fred-gillett,TOTAL,--,9,2,8,4,0,0,0,0,0,0,0
fred-gloden,1941,PhiladelphiaEagles,6,22,55,2.5,0,0,0,0,0,0,0
fred-gloden,1946,MiamiSeahawks,0,0,0,0,0,0,0,0,0,0,0
fred-gloden,TOTAL,--,6,22,55,2.5,0,0,0,0,0,0,0
gale-gilbert,1985,SeattleSeahawks,9,7,4,0.6,8,0,0,0,0,0,0
gale-gilbert,1986,SeattleSeahawks,16,3,8,2.7,12,0,0,0,0,0,0
gale-gilbert,1990,BuffaloBills,1,0,0,0,0,0,0,0,0,0,0
gale-gilbert,1991,BuffaloBills,0,0,0,0,0,0,0,0,0,0,0
gale-gilbert,1992,BuffaloBills,0,0,0,0,0,0,0,0,0,0,0
gale-gilbert,1993,BuffaloBills,1,0,0,0,0,0,0,0,0,0,0
gale-gilbert,1994,SanDiegoChargers,15,8,-3,-0.4,5,0,1,12.5,0,0,0
gale-gilbert,1995,SanDiegoChargers,16,6,11,1.8,8,0,3,50,0,0,1
gale-gilbert,TOTAL,--,58,24,20,0.8,33,0,4,16.67,0,0,1
gary-garrison,1966,SanDiegoChargers,14,1,-3,-3,0,0,0,0,0,0,0
gary-garrison,1967,SanDiegoChargers,14,1,1,1,0,0,0,0,0,0,0
gary-garrison,1968,SanDiegoChargers,14,0,0,0,0,0,0,0,0,0,0
gary-garrison,1969,SanDiegoChargers,10,0,0,0,0,0,0,0,0,0,0
gary-garrison,1970,SanDiegoChargers,14,4,7,1.8,0,0,0,0,0,0,0
gary-garrison,1971,SanDiegoChargers,14,1,0,0,0,0,0,0,0,0,0
gary-garrison,1972,SanDiegoChargers,14,2,-6,-3,0,0,0,0,0,0,0
gary-garrison,1973,SanDiegoChargers,7,0,0,0,0,0,0,0,0,0,0
gary-garrison,1974,SanDiegoChargers,14,0,0,0,0,0,0,0,0,0,0
gary-garrison,1975,SanDiegoChargers,14,3,30,10,20,0,0,0,0,0,0
gary-garrison,1976,SanDiegoChargers,2,0,0,0,0,0,0,0,0,0,0
gary-garrison,1977,HoustonOilers,3,0,0,0,0,0,0,0,0,0,0
gary-garrison,TOTAL,--,134,12,29,2.4,20,0,0,0,0,0,0
gary-glick,1956,PittsburghSteelers,8,0,0,0,0,0,0,0,0,0,0
gary-glick,1957,PittsburghSteelers,12,0,0,0,0,0,0,0,0,0,0
gary-glick,1958,PittsburghSteelers,12,0,0,0,0,0,0,0,0,0,0
gary-glick,1959,WashingtonRedskins,2,0,0,0,0,0,0,0,0,0,0
gary-glick,1960,WashingtonRedskins,11,1,15,15,0,0,0,0,0,0,0
gary-glick,1961,BaltimoreColts,11,0,0,0,0,0,0,0,0,0,0
gary-glick,1963,SanDiegoChargers,6,0,0,0,0,0,0,0,0,0,0
gary-glick,TOTAL,--,62,1,15,15,0,0,0,0,0,0,0
gaston-green,1988,LosAngelesRams,10,35,117,3.3,13,0,0,0,0,0,0
gaston-green,1989,LosAngelesRams,6,26,73,2.8,9,0,0,0,0,0,0
gaston-green,1990,LosAngelesRams,15,68,261,3.8,31,0,0,0,0,0,0
gaston-green,1991,DenverBroncos,13,261,1037,4,63,4,45,17.24,7,3,0
gaston-green,1992,DenverBroncos,14,161,648,4,67,2,19,11.8,4,1,0
gaston-green,1993,LosAngelesRaiders,0,0,0,0,0,0,0,0,0,0,0
gaston-green,TOTAL,--,58,551,2136,3.9,183,6,64,11.62,11,4,0
gene-gedman,1953,DetroitLions,12,83,255,3.1,0,3,0,0,0,0,0
gene-gedman,1956,DetroitLions,12,135,479,3.5,0,7,0,0,0,0,0
gene-gedman,1957,DetroitLions,10,67,278,4.1,0,3,0,0,0,0,0
gene-gedman,1958,DetroitLions,11,92,209,2.3,0,4,0,0,0,0,0
gene-gedman,TOTAL,--,45,377,1221,3.2,0,17,0,0,0,0,0
george-gonda,1942,PittsburghSteelers,5,17,147,8.6,0,2,0,0,0,0,0
george-gonda,TOTAL,--,5,17,147,8.7,0,2,0,0,0,0,0
george-grimes,1948,DetroitLions,9,1,8,8,0,0,0,0,0,0,0
george-grimes,TOTAL,--,9,1,8,8,0,0,0,0,0,0,0
george-grosvenor,1935,ChicagoBears,11,55,234,4.3,0,0,0,0,0,0,0
george-grosvenor,1936,ChicagoCardinals,1,1,3,3,0,0,0,0,0,0,0
george-grosvenor,1937,ChicagoCardinals,11,143,461,3.2,0,2,0,0,0,0,0
george-grosvenor,TOTAL,--,23,199,698,3.5,0,2,0,0,0,0,0
george-gulyanics,1947,ChicagoBears,12,35,212,6.1,0,4,0,0,0,0,0
george-gulyanics,1948,ChicagoBears,12,119,439,3.7,0,4,0,0,0,0,0
george-gulyanics,1949,ChicagoBears,11,102,452,4.4,0,5,0,0,0,0,0
george-gulyanics,1950,ChicagoBears,12,146,571,3.9,0,2,0,0,0,0,0
george-gulyanics,1951,ChicagoBears,12,105,403,3.8,0,4,0,0,0,0,0
george-gulyanics,1952,ChicagoBears,2,2,4,2,0,0,0,0,0,0,0
george-gulyanics,TOTAL,--,61,509,2081,4.1,0,19,0,0,0,0,0
glynn-griffing,1963,NewYorkGiants,13,5,20,4,0,0,0,0,0,0,0
glynn-griffing,TOTAL,--,13,5,20,4,0,0,0,0,0,0,0
gordon-gore,1939,DetroitLions,7,8,7,0.9,0,0,0,0,0,0,0
gordon-gore,TOTAL,--,7,8,7,0.9,0,0,0,0,0,0,0
hal-giancanelli,1953,PhiladelphiaEagles,12,44,131,3,0,1,0,0,0,0,0
hal-giancanelli,1954,PhiladelphiaEagles,10,33,47,1.4,0,0,0,0,0,0,0
hal-giancanelli,1955,PhiladelphiaEagles,12,97,385,4,0,2,0,0,0,0,0
hal-giancanelli,1956,PhiladelphiaEagles,7,42,148,3.5,0,1,0,0,0,0,0
hal-giancanelli,TOTAL,--,41,216,711,3.3,0,4,0,0,0,0,0
hal-griggs,1926,AkronIndians,5,0,0,0,0,2,0,0,0,0,0
hal-griggs,TOTAL,--,5,0,0,0,0,2,0,0,0,0,0
hank-gillo,1920,HammondPros,7,0,0,0,0,2,0,0,0,0,0
hank-gillo,1921,HammondPros,1,0,0,0,0,0,0,0,0,0,0
hank-gillo,1922,RacineLegion,11,0,0,0,0,5,0,0,0,0,0
hank-gillo,1923,RacineLegion,10,0,0,0,0,2,0,0,0,0,0
hank-gillo,1924,RacineLegion,10,0,0,0,0,3,0,0,0,0,0
hank-gillo,1925,MilwaukeeBadgers,2,0,0,0,0,0,0,0,0,0,0
hank-gillo,1926,RacineTornadoes,4,0,0,0,0,0,0,0,0,0,0
hank-gillo,TOTAL,--,45,0,0,0,0,12,0,0,0,0,0
harold-green,1990,CincinnatiBengals,12,83,353,4.3,39,1,0,0,0,0,0
harold-green,1991,CincinnatiBengals,14,158,731,4.6,75,2,27,17.09,5,1,0
harold-green,1992,CincinnatiBengals,16,265,1170,4.4,53,2,52,19.62,7,2,0
harold-green,1993,CincinnatiBengals,15,215,589,2.7,25,0,29,13.49,1,0,3
harold-green,1994,CincinnatiBengals,14,76,223,2.9,22,1,17,22.37,1,0,1
harold-green,1995,CincinnatiBengals,15,171,661,3.9,23,2,35,20.47,2,0,2
harold-green,1996,St.LouisRams,16,127,523,4.1,35,4,30,23.62,1,0,2
harold-green,1997,AtlantaFalcons,16,36,78,2.2,22,1,7,19.44,1,0,0
harold-green,1998,AtlantaFalcons,6,20,37,1.9,6,0,1,5,0,0,1
harold-green,TOTAL,--,124,1151,4365,3.8,300,13,198,17.2,18,3,9
harry-gilmer,1948,WashingtonRedskins,1,0,0,0,0,0,0,0,0,0,0
harry-gilmer,1949,WashingtonRedskins,12,31,167,5.4,0,0,0,0,0,0,0
harry-gilmer,1950,WashingtonRedskins,10,22,145,6.6,0,1,0,0,0,0,0
harry-gilmer,1951,WashingtonRedskins,10,19,141,7.4,0,0,0,0,0,0,0
harry-gilmer,1952,WashingtonRedskins,12,100,365,3.7,0,0,0,0,0,0,0
harry-gilmer,1954,WashingtonRedskins,12,6,19,3.2,0,0,0,0,0,0,0
harry-gilmer,1955,DetroitLions,8,15,67,4.5,0,0,0,0,0,0,0
harry-gilmer,1956,DetroitLions,11,8,19,2.4,0,0,0,0,0,0,0
harry-gilmer,TOTAL,--,76,201,923,4.6,0,1,0,0,0,0,0
herbert-goodman,2000,GreenBayPackers,5,3,-2,-0.7,3,0,0,0,0,0,1
herbert-goodman,2001,GreenBayPackers,7,1,-1,-1,-1,0,0,0,0,0,0
herbert-goodman,TOTAL,--,12,4,-3,-0.8,2,0,0,0,0,0,1
hippo-gozdowski,1922,ToledoMaroons,3,0,0,0,0,2,0,0,0,0,0
hippo-gozdowski,TOTAL,--,3,0,0,0,0,2,0,0,0,0,0
hokie-gajan,1982,NewOrleansSaints,9,19,77,4.1,12,0,0,0,0,0,0
hokie-gajan,1983,NewOrleansSaints,16,81,415,5.1,58,4,0,0,0,0,0
hokie-gajan,1984,NewOrleansSaints,14,102,615,6,62,5,0,0,0,0,0
hokie-gajan,1985,NewOrleansSaints,6,50,251,5,26,2,0,0,0,0,0
hokie-gajan,TOTAL,--,45,252,1358,5.4,158,11,0,0,0,0,0
homer-griffith,1934,ChicagoCardinals,9,57,66,1.2,0,0,0,0,0,0,0
homer-griffith,TOTAL,--,9,57,66,1.2,0,0,0,0,0,0,0
horace-gillom,1947,ClevelandBrowns,0,0,0,0,0,0,0,0,0,0,0
horace-gillom,1948,ClevelandBrowns,0,0,0,0,0,0,0,0,0,0,0
horace-gillom,1949,ClevelandBrowns,0,0,0,0,0,0,0,0,0,0,0
horace-gillom,1950,ClevelandBrowns,12,0,0,0,0,0,0,0,0,0,0
horace-gillom,1951,ClevelandBrowns,12,0,0,0,0,0,0,0,0,0,0
horace-gillom,1952,ClevelandBrowns,12,0,0,0,0,0,0,0,0,0,0
horace-gillom,1953,ClevelandBrowns,12,0,0,0,0,0,0,0,0,0,0
horace-gillom,1954,ClevelandBrowns,12,0,0,0,0,0,0,0,0,0,0
horace-gillom,1955,ClevelandBrowns,12,1,-15,-15,0,0,0,0,0,0,0
horace-gillom,1956,ClevelandBrowns,5,0,0,0,0,0,0,0,0,0,0
horace-gillom,TOTAL,--,77,1,-15,-15,0,0,0,0,0,0,0
howard-griffith,1993,LosAngelesRams,15,0,0,0,0,0,0,0,0,0,0
howard-griffith,1994,LosAngelesRams,16,9,30,3.3,7,0,1,11.11,0,0,0
howard-griffith,1995,CarolinaPanthers,15,65,197,3,15,1,9,13.85,0,0,1
howard-griffith,1996,CarolinaPanthers,16,12,7,0.6,3,1,1,8.33,0,0,0
howard-griffith,1997,DenverBroncos,15,9,34,3.8,9,0,2,22.22,0,0,0
howard-griffith,1998,DenverBroncos,14,4,13,3.3,16,0,1,25,0,0,0
howard-griffith,1999,DenverBroncos,16,17,66,3.9,13,1,6,35.29,0,0,0
howard-griffith,2000,DenverBroncos,14,5,4,0.8,3,0,2,40,0,0,0
howard-griffith,2001,DenverBroncos,0,0,0,0,0,0,0,0,0,0,0
howard-griffith,TOTAL,--,121,121,351,2.9,66,3,22,18.18,0,0,1
hoyle-granger,1966,HoustonOilers,11,56,388,6.9,0,1,0,0,0,0,0
hoyle-granger,1967,HoustonOilers,14,236,1194,5.1,0,6,0,0,0,0,0
hoyle-granger,1968,HoustonOilers,13,202,848,4.2,0,7,0,0,0,0,0
hoyle-granger,1969,HoustonOilers,13,186,740,4,0,3,0,0,0,0,0
hoyle-granger,1970,HoustonOilers,5,51,169,3.3,0,1,0,0,0,0,0
hoyle-granger,1971,NewOrleansSaints,14,32,139,4.3,0,1,0,0,0,0,0
hoyle-granger,1972,HoustonOilers,13,42,175,4.2,0,0,0,0,0,0,0
hoyle-granger,TOTAL,--,83,805,3653,4.5,0,19,0,0,0,0,0
hubert-ginn,1970,MiamiDolphins,12,5,-1,-0.2,0,0,0,0,0,0,0
hubert-ginn,1971,MiamiDolphins,14,22,97,4.4,0,0,0,0,0,0,0
hubert-ginn,1972,MiamiDolphins,14,27,142,5.3,0,1,0,0,0,0,0
hubert-ginn,1973,BaltimoreColts,12,16,47,2.9,0,0,0,0,0,0,0
hubert-ginn,1974,MiamiDolphins,9,26,99,3.8,0,2,0,0,0,0,0
hubert-ginn,1975,MiamiDolphins,11,21,78,3.7,14,0,0,0,0,0,0
hubert-ginn,1976,OaklandRaiders,7,10,53,5.3,16,0,0,0,0,0,0
hubert-ginn,1977,OaklandRaiders,10,5,6,1.2,5,0,0,0,0,0,0
hubert-ginn,1978,OaklandRaiders,1,0,0,0,0,0,0,0,0,0,0
hubert-ginn,TOTAL,--,90,132,521,4,35,3,0,0,0,0,0
hugh-gallarneau,1941,ChicagoBears,11,49,304,6.2,0,8,0,0,0,0,0
hugh-gallarneau,1942,ChicagoBears,10,68,292,4.3,0,4,0,0,0,0,0
hugh-gallarneau,1945,ChicagoBears,8,75,260,3.5,0,2,0,0,0,0,0
hugh-gallarneau,1946,ChicagoBears,11,112,476,4.3,0,6,0,0,0,0,0
hugh-gallarneau,1947,ChicagoBears,12,39,89,2.3,0,6,0,0,0,0,0
hugh-gallarneau,TOTAL,--,52,343,1421,4.1,0,26,0,0,0,0,0
j-d-garrett,1964,BostonPatriots,14,56,259,4.6,0,2,0,0,0,0,0
j-d-garrett,1965,BostonPatriots,12,42,147,3.5,0,1,0,0,0,0,0
j-d-garrett,1966,BostonPatriots,14,13,21,1.6,0,0,0,0,0,0,0
j-d-garrett,1967,BostonPatriots,10,5,7,1.4,0,0,0,0,0,0,0
j-d-garrett,TOTAL,--,50,116,434,3.7,0,3,0,0,0,0,0
jabar-gaffney,2002,HoustonTexans,16,0,0,0,0,0,0,0,0,0,0
jabar-gaffney,2003,HoustonTexans,16,1,13,13,13,0,1,100,0,0,0
jabar-gaffney,2004,HoustonTexans,16,4,30,7.5,10,0,1,25,0,0,1
jabar-gaffney,2005,HoustonTexans,16,4,13,3.3,10,0,1,25,0,0,0
jabar-gaffney,2006,NewEnglandPatriots,11,0,0,0,0,0,0,0,0,0,0
jabar-gaffney,2007,NewEnglandPatriots,16,0,0,0,0,0,0,0,0,0,0
jabar-gaffney,2008,NewEnglandPatriots,16,0,0,0,0,0,0,0,0,0,0
jabar-gaffney,2009,DenverBroncos,16,0,0,0,0,0,0,0,0,0,0
jabar-gaffney,2010,DenverBroncos,16,0,0,0,0,0,0,0,0,0,0
jabar-gaffney,2011,WashingtonRedskins,16,0,0,0,0,0,0,0,0,0,0
jabar-gaffney,2012,MiamiDolphins,3,0,0,0,0,0,0,0,0,0,0
jabar-gaffney,TOTAL,--,158,9,56,6.2,33,0,3,33.33,0,0,1
jabari-greer,2004,BuffaloBills,12,1,-6,-6,-6,0,0,0,0,0,0
jabari-greer,2005,BuffaloBills,16,0,0,0,0,0,0,0,0,0,0
jabari-greer,2006,BuffaloBills,16,0,0,0,0,0,0,0,0,0,0
jabari-greer,2007,BuffaloBills,16,0,0,0,0,0,0,0,0,0,0
jabari-greer,2008,BuffaloBills,10,0,0,0,0,0,0,0,0,0,0
jabari-greer,2009,NewOrleansSaints,9,0,0,0,0,0,0,0,0,0,0
jabari-greer,2010,NewOrleansSaints,14,0,0,0,0,0,0,0,0,0,0
jabari-greer,2011,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0
jabari-greer,2012,NewOrleansSaints,14,0,0,0,0,0,0,0,0,0,0
jabari-greer,2013,NewOrleansSaints,10,0,0,0,0,0,0,0,0,0,0
jabari-greer,TOTAL,--,133,1,-6,-6,-6,0,0,0,0,0,0
jack-gehrke,1968,KansasCityChiefs,2,0,0,0,0,0,0,0,0,0,0
jack-gehrke,1969,CincinnatiBengals,10,0,0,0,0,0,0,0,0,0,0
jack-gehrke,1971,DenverBroncos,14,1,2,2,0,0,0,0,0,0,0
jack-gehrke,TOTAL,--,26,1,2,2,0,0,0,0,0,0,0
jack-grossman,1932,BrooklynDodgers,12,129,323,2.5,0,2,0,0,0,0,0
jack-grossman,1934,BrooklynDodgers,11,35,115,3.3,0,0,0,0,0,0,0
jack-grossman,1935,BrooklynDodgers,11,67,208,3.1,0,2,0,0,0,0,0
jack-grossman,TOTAL,--,34,231,646,2.8,0,4,0,0,0,0,0
jacquez-green,1998,TampaBayBuccaneers,12,3,12,4,18,0,0,0,0,0,0
jacquez-green,1999,TampaBayBuccaneers,16,3,8,2.7,15,0,1,33.33,0,0,0
jacquez-green,2000,TampaBayBuccaneers,16,5,13,2.6,6,0,0,0,0,0,0
jacquez-green,2001,TampaBayBuccaneers,12,0,0,0,0,0,0,0,0,0,0
jacquez-green,2002,DetroitLions,10,2,9,4.5,8,0,0,0,0,0,0
jacquez-green,TOTAL,--,66,13,42,3.2,47,0,1,7.69,0,0,0
jason-garrett,1993,DallasCowboys,5,8,-8,-1,0,0,0,0,0,0,1
jason-garrett,1994,DallasCowboys,2,3,-2,-0.7,0,0,0,0,0,0,0
jason-garrett,1995,DallasCowboys,1,1,-1,-1,-1,0,0,0,0,0,0
jason-garrett,1996,DallasCowboys,1,0,0,0,0,0,0,0,0,0,0
jason-garrett,1997,DallasCowboys,1,0,0,0,0,0,0,0,0,0,0
jason-garrett,1998,DallasCowboys,8,11,14,1.3,5,0,1,9.09,0,0,3
jason-garrett,1999,DallasCowboys,5,6,12,2,9,0,1,16.67,0,0,0
jason-garrett,2000,NewYorkGiants,2,4,-4,-1,-1,0,0,0,0,0,0
jason-garrett,2001,NewYorkGiants,15,0,0,0,0,0,0,0,0,0,0
jason-garrett,2002,NewYorkGiants,0,0,0,0,0,0,0,0,0,0,0
jason-garrett,2003,NewYorkGiants,0,0,0,0,0,0,0,0,0,0,0
jason-garrett,2004,MiamiDolphins,0,0,0,0,0,0,0,0,0,0,0
jason-garrett,TOTAL,--,40,33,11,0.3,12,0,2,6.06,0,0,4
jay-graham,1997,BaltimoreRavens,13,81,299,3.7,19,2,23,28.4,0,0,0
jay-graham,1998,BaltimoreRavens,5,35,109,3.1,12,0,5,14.29,0,0,0
jay-graham,1999,BaltimoreRavens,4,0,0,0,0,0,0,0,0,0,0
jay-graham,2001,SeattleSeahawks,11,12,43,3.6,19,0,4,33.33,0,0,0
jay-graham,2002,GreenBayPackers,3,1,3,3,3,0,0,0,0,0,0
jay-graham,TOTAL,--,36,129,454,3.5,53,2,32,24.81,0,0,0
jeff-garcia,1999,SanFrancisco49ers,13,45,231,5.1,25,2,13,28.89,1,0,1
jeff-garcia,2000,SanFrancisco49ers,16,72,414,5.8,33,4,24,33.33,2,0,2
jeff-garcia,2001,SanFrancisco49ers,16,72,254,3.5,25,5,20,27.78,1,0,6
jeff-garcia,2002,SanFrancisco49ers,16,73,353,4.8,21,3,30,41.1,1,0,2
jeff-garcia,2003,SanFrancisco49ers,13,56,319,5.7,21,7,23,41.07,2,0,5
jeff-garcia,2004,ClevelandBrowns,11,35,169,4.8,21,2,15,42.86,1,0,3
jeff-garcia,2005,DetroitLions,6,17,51,3,14,1,5,29.41,0,0,1
jeff-garcia,2006,PhiladelphiaEagles,8,25,87,3.5,12,0,8,32,0,0,2
jeff-garcia,2007,TampaBayBuccaneers,13,35,116,3.3,21,1,10,28.57,1,0,4
jeff-garcia,2008,TampaBayBuccaneers,12,35,148,4.2,20,1,14,40,1,0,2
jeff-garcia,2009,PhiladelphiaEagles,1,3,-2,-0.7,0,0,0,0,0,0,1
jeff-garcia,2011,HoustonTexans,0,0,0,0,0,0,0,0,0,0,0
jeff-garcia,TOTAL,--,125,468,2140,4.6,213,26,162,34.62,10,0,29
jeff-george,1990,IndianapolisColts,13,11,2,0.2,6,1,0,0,0,0,0
jeff-george,1991,IndianapolisColts,16,16,36,2.3,13,0,4,25,0,0,0
jeff-george,1992,IndianapolisColts,10,14,26,1.9,13,1,2,14.29,0,0,3
jeff-george,1993,IndianapolisColts,13,13,39,3,14,0,1,7.69,0,0,1
jeff-george,1994,AtlantaFalcons,16,30,66,2.2,10,0,2,6.67,0,0,8
jeff-george,1995,AtlantaFalcons,16,27,17,0.6,6,0,2,7.41,0,0,3
jeff-george,1996,AtlantaFalcons,3,5,10,2,5,0,0,0,0,0,2
jeff-george,1997,OaklandRaiders,16,17,44,2.6,12,0,3,17.65,0,0,2
jeff-george,1998,OaklandRaiders,8,8,2,0.3,8,0,0,0,0,0,1
jeff-george,1999,MinnesotaVikings,12,16,41,2.6,17,0,2,12.5,0,0,1
jeff-george,2000,WashingtonRedskins,6,7,24,3.4,14,0,1,14.29,0,0,1
jeff-george,2001,WashingtonRedskins,2,4,0,0,2,0,1,25,0,0,2
jeff-george,2002,SeattleSeahawks,0,0,0,0,0,0,0,0,0,0,0
jeff-george,2004,ChicagoBears,0,0,0,0,0,0,0,0,0,0,0
jeff-george,TOTAL,--,131,168,307,1.8,120,2,18,10.71,0,0,24
jeff-gossett,1981,KansasCityChiefs,7,0,0,0,0,0,0,0,0,0,0
jeff-gossett,1982,KansasCityChiefs,8,0,0,0,0,0,0,0,0,0,0
jeff-gossett,1983,ClevelandBrowns,16,0,0,0,0,0,0,0,0,0,0
jeff-gossett,1985,ClevelandBrowns,16,0,0,0,0,0,0,0,0,0,0
jeff-gossett,1986,ClevelandBrowns,16,0,0,0,0,0,0,0,0,0,0
jeff-gossett,1987,HoustonOilers,9,0,0,0,0,0,0,0,0,0,0
jeff-gossett,1988,LosAngelesRaiders,16,0,0,0,0,0,0,0,0,0,0
jeff-gossett,1989,LosAngelesRaiders,16,0,0,0,0,0,0,0,0,0,0
jeff-gossett,1990,LosAngelesRaiders,16,0,0,0,0,0,0,0,0,0,0
jeff-gossett,1991,LosAngelesRaiders,16,0,0,0,0,0,0,0,0,0,0
jeff-gossett,1992,LosAngelesRaiders,16,1,-12,-12,-12,0,0,0,0,0,1
jeff-gossett,1993,LosAngelesRaiders,16,1,-10,-10,-10,0,0,0,0,0,0
jeff-gossett,1994,LosAngelesRaiders,16,0,0,0,0,0,0,0,0,0,0
jeff-gossett,1995,OaklandRaiders,16,0,0,0,0,0,0,0,0,0,0
jeff-gossett,1996,OaklandRaiders,12,3,28,9.3,18,0,1,33.33,0,0,1
jeff-gossett,TOTAL,--,212,5,6,1.2,-4,0,1,20,0,0,2
jeff-groth,1979,HoustonOilers,10,0,0,0,0,0,0,0,0,0,0
jeff-groth,1980,HoustonOilers,16,0,0,0,0,0,0,0,0,0,0
jeff-groth,1981,NewOrleansSaints,15,2,27,13.5,28,0,0,0,0,0,0
jeff-groth,1982,NewOrleansSaints,9,1,1,1,1,0,0,0,0,0,0
jeff-groth,1983,NewOrleansSaints,16,1,15,15,15,0,0,0,0,0,0
jeff-groth,1984,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0
jeff-groth,1985,NewOrleansSaints,12,0,0,0,0,0,0,0,0,0,0
jeff-groth,TOTAL,--,94,4,43,10.8,44,0,0,0,0,0,0
jerry-golsteyn,1977,NewYorkGiants,6,3,-4,-1.3,-1,0,0,0,0,0,0
jerry-golsteyn,1978,NewYorkGiants,7,1,-3,-3,-3,0,0,0,0,0,0
jerry-golsteyn,1979,BaltimoreColts,2,1,0,0,0,0,0,0,0,0,0
jerry-golsteyn,1982,TampaBayBuccaneers,1,0,0,0,0,0,0,0,0,0,0
jerry-golsteyn,1983,TampaBayBuccaneers,5,5,3,0.6,2,0,0,0,0,0,0
jerry-golsteyn,1984,LosAngelesRaiders,0,0,0,0,0,0,0,0,0,0,0
jerry-golsteyn,TOTAL,--,21,10,-4,-0.4,-2,0,0,0,0,0,0
jim-gaffney,1945,WashingtonRedskins,2,1,-6,-6,0,0,0,0,0,0,0
jim-gaffney,1946,WashingtonRedskins,10,25,96,3.8,0,0,0,0,0,0,0
jim-gaffney,TOTAL,--,12,26,90,3.5,0,0,0,0,0,0,0
jim-gillette,1940,ClevelandRams,4,1,1,1,0,0,0,0,0,0,0
jim-gillette,1944,ClevelandRams,7,26,131,5,0,2,0,0,0,0,0
jim-gillette,1945,ClevelandRams,10,63,390,6.2,0,1,0,0,0,0,0
jim-gillette,1946,BostonYanks,11,30,99,3.3,0,1,0,0,0,0,0
jim-gillette,1947,GreenBayPackers,10,50,207,4.1,0,0,0,0,0,0,0
jim-gillette,1948,DetroitLions,10,2,3,1.5,0,0,0,0,0,0,0
jim-gillette,TOTAL,--,52,172,831,4.8,0,4,0,0,0,0,0
jim-grabowski,1966,GreenBayPackers,14,29,127,4.4,0,1,0,0,0,0,0
jim-grabowski,1967,GreenBayPackers,9,120,466,3.9,0,2,0,0,0,0,0
jim-grabowski,1968,GreenBayPackers,14,135,518,3.8,0,3,0,0,0,0,0
jim-grabowski,1969,GreenBayPackers,14,73,261,3.6,0,1,0,0,0,0,0
jim-grabowski,1970,GreenBayPackers,12,67,210,3.1,0,1,0,0,0,0,0
jim-grabowski,1971,ChicagoBears,12,51,149,2.9,0,0,0,0,0,0,0
jim-grabowski,TOTAL,--,75,475,1731,3.6,0,8,0,0,0,0,0
jim-gustafson,1986,MinnesotaVikings,14,0,0,0,0,0,0,0,0,0,0
jim-gustafson,1987,MinnesotaVikings,12,1,-2,-2,-2,0,0,0,0,0,0
jim-gustafson,1988,MinnesotaVikings,16,0,0,0,0,0,0,0,0,0,0
