Player_Id,Year,Team,Games_Played,Attempts,Yards,Average,Long,TDs,First_Downs,First_Down_Percentage,Rushes_Over_Twenty_Yards,Rushes_Over_Forty_Yards,Fumbles 
ed-mccaffrey,1997,DenverBroncos,15,0,0,0,0,0,0,0,0,0,0
ed-mccaffrey,1998,DenverBroncos,15,0,0,0,0,0,0,0,0,0,0
ed-mccaffrey,1999,DenverBroncos,15,0,0,0,0,0,0,0,0,0,0
ed-mccaffrey,2000,DenverBroncos,16,0,0,0,0,0,0,0,0,0,0
ed-mccaffrey,2001,DenverBroncos,1,0,0,0,0,0,0,0,0,0,0
ed-mccaffrey,2002,DenverBroncos,16,2,22,11,17,0,0,0,0,0,1
ed-mccaffrey,2003,DenverBroncos,12,0,0,0,0,0,0,0,0,0,0
ed-mccaffrey,TOTAL,--,185,3,21,7,16,0,0,0,0,0,1
ed-meador,1959,LosAngelesRams,12,0,0,0,0,0,0,0,0,0,0
ed-meador,1960,LosAngelesRams,12,0,0,0,0,0,0,0,0,0,0
ed-meador,1961,LosAngelesRams,14,0,0,0,0,0,0,0,0,0,0
ed-meador,1962,LosAngelesRams,14,0,0,0,0,0,0,0,0,0,0
ed-meador,1963,LosAngelesRams,14,1,1,1,0,0,0,0,0,0,0
ed-meador,1964,LosAngelesRams,14,0,0,0,0,0,0,0,0,0,0
ed-meador,1965,LosAngelesRams,14,2,35,17.5,0,1,0,0,0,0,0
ed-meador,1966,LosAngelesRams,14,1,7,7,0,0,0,0,0,0,0
ed-meador,1967,LosAngelesRams,14,0,0,0,0,0,0,0,0,0,0
ed-meador,1968,LosAngelesRams,14,1,11,11,0,0,0,0,0,0,0
ed-meador,1969,LosAngelesRams,14,1,5,5,0,0,0,0,0,0,0
ed-meador,1970,LosAngelesRams,13,0,0,0,0,0,0,0,0,0,0
ed-meador,TOTAL,--,163,6,59,9.8,0,1,0,0,0,0,0
ed-mioduszewski,1953,BaltimoreColts,12,3,33,11,0,0,0,0,0,0,0
ed-mioduszewski,TOTAL,--,12,3,33,11,0,0,0,0,0,0,0
ed-modzelewski,1952,PittsburghSteelers,10,82,195,2.4,0,3,0,0,0,0,0
ed-modzelewski,1955,ClevelandBrowns,12,185,619,3.3,0,6,0,0,0,0,0
ed-modzelewski,1956,ClevelandBrowns,8,107,431,4,0,2,0,0,0,0,0
ed-modzelewski,1957,ClevelandBrowns,12,10,21,2.1,0,0,0,0,0,0,0
ed-modzelewski,1958,ClevelandBrowns,12,3,8,2.7,0,0,0,0,0,0,0
ed-modzelewski,1959,ClevelandBrowns,12,6,18,3,0,0,0,0,0,0,0
ed-modzelewski,TOTAL,--,66,393,1292,3.3,0,11,0,0,0,0,0
eddie-macon,1952,ChicagoBears,11,30,194,6.5,0,1,0,0,0,0,0
eddie-macon,1953,ChicagoBears,12,40,130,3.3,0,1,0,0,0,0,0
eddie-macon,1960,OaklandRaiders,14,0,0,0,0,0,0,0,0,0,0
eddie-macon,TOTAL,--,37,70,324,4.6,0,2,0,0,0,0,0
eddie-miller-2,1939,NewYorkGiants,8,30,99,3.3,0,1,0,0,0,0,0
eddie-miller-2,1940,NewYorkGiants,8,65,206,3.2,0,1,0,0,0,0,0
eddie-miller-2,TOTAL,--,16,95,305,3.2,0,2,0,0,0,0,0
eddie-moegle,1920,DetroitHeralds,1,0,0,0,0,1,0,0,0,0,0
eddie-moegle,TOTAL,--,1,0,0,0,0,1,0,0,0,0,0
eddie-moss,1973,St.LouisCardinals,5,14,41,2.9,0,0,0,0,0,0,0
eddie-moss,1974,St.LouisCardinals,11,4,13,3.3,0,0,0,0,0,0,0
eddie-moss,1975,St.LouisCardinals,8,4,12,3,5,1,0,0,0,0,0
eddie-moss,1976,St.LouisCardinals,2,0,0,0,0,0,0,0,0,0,0
eddie-moss,1977,WashingtonRedskins,9,0,0,0,0,0,0,0,0,0,0
eddie-moss,TOTAL,--,35,22,66,3,5,1,0,0,0,0,0
eggs-manske,1935,PhiladelphiaEagles,10,3,9,3,0,0,0,0,0,0,0
eggs-manske,1936,PhiladelphiaEagles,12,0,0,0,0,0,0,0,0,0,0
eggs-manske,1937,ChicagoBears,11,0,0,0,0,0,0,0,0,0,0
eggs-manske,1938,ChicagoBears,6,5,29,5.8,0,0,0,0,0,0,0
eggs-manske,1939,ChicagoBears,11,0,0,0,0,0,0,0,0,0,0
eggs-manske,1940,ChicagoBears,9,0,0,0,0,0,0,0,0,0,0
eggs-manske,TOTAL,--,59,8,38,4.8,0,0,0,0,0,0,0
eli-manning,2004,NewYorkGiants,9,6,35,5.8,15,0,2,33.33,0,0,1
eli-manning,2005,NewYorkGiants,16,29,80,2.8,14,1,6,20.69,0,0,2
eli-manning,2006,NewYorkGiants,16,25,21,0.8,9,0,5,20,0,0,2
eli-manning,2007,NewYorkGiants,16,29,69,2.4,18,1,9,31.03,0,0,4
eli-manning,2008,NewYorkGiants,16,20,10,0.5,13,1,4,20,0,0,0
eli-manning,2009,NewYorkGiants,16,17,65,3.8,14,0,4,23.53,0,0,4
eli-manning,2010,NewYorkGiants,16,32,70,2.2,16,0,4,12.5,0,0,2
eli-manning,2011,NewYorkGiants,16,35,15,0.4,12,1,2,5.71,0,0,2
eli-manning,2012,NewYorkGiants,16,20,30,1.5,13,0,2,10,0,0,1
eli-manning,2013,NewYorkGiants,16,18,36,2,14,0,3,16.67,0,0,3
eli-manning,2014,NewYorkGiants,16,12,31,2.6,18,1,3,25,0,0,0
eli-manning,2015,NewYorkGiants,16,20,61,3.1,18,0,4,20,0,0,3
eli-manning,2016,NewYorkGiants,16,21,-9,-0.4,6,0,2,9.52,0,0,0
eli-manning,2017,NewYorkGiants,15,12,26,2.2,14,1,2,16.67,0,0,1
eli-manning,2018,NewYorkGiants,16,15,20,1.3,7,1,5,33.33,0,0,0
eli-manning,2019,NewYorkGiants,4,4,7,1.8,6,0,1,25,0,0,1
eli-manning,TOTAL,--,236,315,567,1.8,207,7,58,18.41,0,0,26
elmer-madarik,1945,DetroitLions,1,2,5,2.5,0,0,0,0,0,0,0
elmer-madarik,1946,DetroitLions,10,8,7,0.9,0,0,0,0,0,0,0
elmer-madarik,1947,DetroitLions,8,19,29,1.5,0,1,0,0,0,0,0
elmer-madarik,1948,WashingtonRedskins,3,2,7,3.5,0,0,0,0,0,0,0
elmer-madarik,TOTAL,--,22,31,48,1.6,0,1,0,0,0,0,0
emery-moorehead,1977,NewYorkGiants,13,1,5,5,5,0,0,0,0,0,0
emery-moorehead,1978,NewYorkGiants,10,0,0,0,0,0,0,0,0,0,0
emery-moorehead,1979,NewYorkGiants,13,36,95,2.6,11,0,0,0,0,0,0
emery-moorehead,1980,DenverBroncos,16,2,7,3.5,4,0,0,0,0,0,0
emery-moorehead,1981,ChicagoBears,9,0,0,0,0,0,0,0,0,0,0
emery-moorehead,1982,ChicagoBears,9,2,3,1.5,6,0,0,0,0,0,0
emery-moorehead,1983,ChicagoBears,16,5,6,1.2,5,0,0,0,0,0,0
emery-moorehead,1984,ChicagoBears,16,1,-2,-2,-2,0,0,0,0,0,0
emery-moorehead,1985,ChicagoBears,15,0,0,0,0,0,0,0,0,0,0
emery-moorehead,1986,ChicagoBears,16,0,0,0,0,0,0,0,0,0,0
emery-moorehead,1987,ChicagoBears,12,0,0,0,0,0,0,0,0,0,0
emery-moorehead,1988,ChicagoBears,13,0,0,0,0,0,0,0,0,0,0
emery-moorehead,TOTAL,--,158,47,114,2.4,29,0,0,0,0,0,0
emmett-mortell,1937,PhiladelphiaEagles,11,100,312,3.1,0,0,0,0,0,0,0
emmett-mortell,1938,PhiladelphiaEagles,11,110,296,2.7,0,0,0,0,0,0,0
emmett-mortell,1939,PhiladelphiaEagles,8,37,88,2.4,0,0,0,0,0,0,0
emmett-mortell,TOTAL,--,30,247,696,2.8,0,0,0,0,0,0,0
eric-martin-2,1985,NewOrleansSaints,16,2,-1,-0.5,11,0,0,0,0,0,0
eric-martin-2,1986,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0
eric-martin-2,1987,NewOrleansSaints,15,0,0,0,0,0,0,0,0,0,0
eric-martin-2,1988,NewOrleansSaints,16,2,12,6,9,0,0,0,0,0,0
eric-martin-2,1989,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0
eric-martin-2,1990,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0
eric-martin-2,1991,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0
eric-martin-2,1992,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0
eric-martin-2,1993,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0
eric-martin-2,1994,KansasCityChiefs,10,0,0,0,0,0,0,0,0,0,0
eric-martin-2,TOTAL,--,153,4,11,2.8,20,0,0,0,0,0,0
eric-mccoo,2004,PhiladelphiaEagles,1,9,54,6,12,0,3,33.33,0,0,0
eric-mccoo,2005,PhiladelphiaEagles,0,0,0,0,0,0,0,0,0,0,0
eric-mccoo,TOTAL,--,1,9,54,6,12,0,3,33.33,0,0,0
eric-metcalf,1989,ClevelandBrowns,16,187,633,3.4,43,6,0,0,0,0,0
eric-metcalf,1990,ClevelandBrowns,16,80,248,3.1,17,1,0,0,0,0,0
eric-metcalf,1991,ClevelandBrowns,8,30,107,3.6,15,0,3,10,0,0,0
eric-metcalf,1992,ClevelandBrowns,16,73,301,4.1,31,1,12,16.44,1,0,1
eric-metcalf,1993,ClevelandBrowns,16,129,611,4.7,55,1,25,19.38,5,1,2
eric-metcalf,1994,ClevelandBrowns,16,93,329,3.5,37,2,12,12.9,1,0,1
eric-metcalf,1995,AtlantaFalcons,16,28,133,4.8,23,1,8,28.57,1,0,0
eric-metcalf,1996,AtlantaFalcons,16,3,8,2.7,4,0,0,0,0,0,0
eric-metcalf,1997,SanDiegoChargers,16,3,-5,-1.7,2,0,0,0,0,0,0
eric-metcalf,1998,ArizonaCardinals,16,0,0,0,0,0,0,0,0,0,0
eric-metcalf,1999,CarolinaPanthers,16,2,20,10,17,0,1,50,0,0,0
eric-metcalf,2001,WashingtonRedskins,10,0,0,0,0,0,0,0,0,0,0
eric-metcalf,2002,GreenBayPackers,1,2,7,3.5,5,0,1,50,0,0,0
eric-metcalf,TOTAL,--,179,630,2392,3.8,249,12,62,9.84,8,1,4
eric-moulds,1996,BuffaloBills,16,12,44,3.7,11,0,2,16.67,0,0,0
eric-moulds,1997,BuffaloBills,16,4,59,14.8,29,0,2,50,2,0,0
eric-moulds,1998,BuffaloBills,16,0,0,0,0,0,0,0,0,0,0
eric-moulds,1999,BuffaloBills,14,1,1,1,1,0,0,0,0,0,0
eric-moulds,2000,BuffaloBills,16,2,24,12,20,0,1,50,1,0,0
eric-moulds,2001,BuffaloBills,16,3,3,1,6,0,0,0,0,0,0
eric-moulds,2002,BuffaloBills,16,1,7,7,7,0,0,0,0,0,0
eric-moulds,2003,BuffaloBills,13,0,0,0,0,0,0,0,0,0,0
eric-moulds,2004,BuffaloBills,16,5,19,3.8,12,0,1,20,0,0,0
eric-moulds,2005,BuffaloBills,15,0,0,0,0,0,0,0,0,0,0
eric-moulds,2006,HoustonTexans,16,1,6,6,6,0,0,0,0,0,0
eric-moulds,2007,TennesseeTitans,16,0,0,0,0,0,0,0,0,0,0
eric-moulds,TOTAL,--,186,29,163,5.6,92,0,6,20.69,3,0,0
eric-mullins,1984,HoustonOilers,13,1,0,0,0,0,0,0,0,0,0
eric-mullins,TOTAL,--,13,1,0,0,0,0,0,0,0,0,0
ernie-mills,1991,PittsburghSteelers,16,0,0,0,0,0,0,0,0,0,0
ernie-mills,1992,PittsburghSteelers,16,1,20,20,20,0,1,100,1,0,0
ernie-mills,1993,PittsburghSteelers,14,3,12,4,19,0,1,33.33,0,0,0
ernie-mills,1994,PittsburghSteelers,15,3,18,6,17,0,1,33.33,0,0,0
ernie-mills,1995,PittsburghSteelers,16,5,39,7.8,20,0,2,40,1,0,0
ernie-mills,1996,PittsburghSteelers,9,2,24,12,15,0,1,50,0,0,0
ernie-mills,1997,CarolinaPanthers,10,0,0,0,0,0,0,0,0,0,0
ernie-mills,1998,DallasCowboys,11,3,9,3,5,0,0,0,0,0,0
ernie-mills,1999,DallasCowboys,11,1,-1,-1,-1,0,0,0,0,0,0
ernie-mills,TOTAL,--,118,18,121,6.7,95,0,6,33.33,2,0,0
frank-manumaleuga,1979,KansasCityChiefs,15,1,-3,-3,-3,0,0,0,0,0,0
frank-manumaleuga,1980,KansasCityChiefs,16,0,0,0,0,0,0,0,0,0,0
frank-manumaleuga,1981,KansasCityChiefs,4,0,0,0,0,0,0,0,0,0,0
frank-manumaleuga,TOTAL,--,35,1,-3,-3,-3,0,0,0,0,0,0
frank-martin,1943,BrooklynDodgers,10,25,50,2,0,0,0,0,0,0,0
frank-martin,1944,BrooklynTigers,6,11,18,1.6,0,0,0,0,0,0,0
frank-martin,1945,NewYorkGiants,3,2,10,5,0,0,0,0,0,0,0
frank-martin,TOTAL,--,19,38,78,2.1,0,0,0,0,0,0,0
frank-maznicki,1942,ChicagoBears,11,54,343,6.4,0,1,0,0,0,0,0
frank-maznicki,1946,ChicagoBears,9,19,43,2.3,0,0,0,0,0,0,0
frank-maznicki,1947,BostonYanks,12,34,77,2.3,0,0,0,0,0,0,0
frank-maznicki,TOTAL,--,32,107,463,4.3,0,1,0,0,0,0,0
frank-mccormick,1920,AkronPros,11,0,0,0,0,2,0,0,0,0,0
frank-mccormick,1921,CincinnatiCelts,2,0,0,0,0,3,0,0,0,0,0
frank-mccormick,TOTAL,--,13,0,0,0,0,5,0,0,0,0,0
frank-mestnik,1960,St.LouisCardinals,9,104,429,4.1,0,3,0,0,0,0,0
frank-mestnik,1961,St.LouisCardinals,13,95,334,3.5,0,1,0,0,0,0,0
frank-mestnik,1963,GreenBayPackers,11,1,4,4,0,0,0,0,0,0,0
frank-mestnik,TOTAL,--,33,200,767,3.8,0,4,0,0,0,0,0
frank-middleton,1984,IndianapolisColts,16,92,275,3,20,1,0,0,0,0,0
frank-middleton,1985,IndianapolisColts,5,13,35,2.7,13,1,0,0,0,0,0
frank-middleton,1987,SanDiegoChargers,3,28,74,2.6,21,1,0,0,0,0,0
frank-middleton,TOTAL,--,24,133,384,2.9,54,3,0,0,0,0,0
frank-minini,1947,ChicagoBears,12,26,132,5.1,0,2,0,0,0,0,0
frank-minini,1948,ChicagoBears,12,24,79,3.3,0,2,0,0,0,0,0
frank-minini,1949,PittsburghSteelers,12,1,5,5,0,0,0,0,0,0,0
frank-minini,TOTAL,--,36,51,216,4.2,0,4,0,0,0,0,0
frank-moreau,2000,KansasCityChiefs,11,67,179,2.7,22,4,16,23.88,1,0,2
frank-moreau,2001,JacksonvilleJaguars,3,8,27,3.4,14,1,3,37.5,0,0,1
frank-moreau,TOTAL,--,14,75,206,2.8,36,5,19,25.33,1,0,3
frank-morris,1942,ChicagoBears,6,3,7,2.3,0,0,0,0,0,0,0
frank-morris,TOTAL,--,6,3,7,2.3,0,0,0,0,0,0,0
frank-muehlheuser,1948,BostonYanks,12,38,169,4.4,0,1,0,0,0,0,0
frank-muehlheuser,1949,NewYorkBulldogs,8,9,10,1.1,0,1,0,0,0,0,0
frank-muehlheuser,TOTAL,--,20,47,179,3.8,0,2,0,0,0,0,0
franny-murray,1939,PhiladelphiaEagles,11,49,137,2.8,0,1,0,0,0,0,0
franny-murray,1940,PhiladelphiaEagles,11,8,7,0.9,0,0,0,0,0,0,0
franny-murray,TOTAL,--,22,57,144,2.5,0,1,0,0,0,0,0
fred-mcafee,1991,NewOrleansSaints,9,109,494,4.5,34,2,23,21.1,3,0,0
fred-mcafee,1992,NewOrleansSaints,14,39,114,2.9,19,1,8,20.51,0,0,0
fred-mcafee,1993,NewOrleansSaints,15,51,160,3.1,27,1,7,13.73,1,0,1
fred-mcafee,1994,PittsburghSteelers,13,18,51,2.8,13,2,6,33.33,0,0,1
fred-mcafee,1995,PittsburghSteelers,16,39,156,4,22,1,11,28.21,1,0,0
fred-mcafee,1996,PittsburghSteelers,14,7,17,2.4,5,0,0,0,0,0,0
fred-mcafee,1997,PittsburghSteelers,14,13,41,3.2,9,0,1,7.69,0,0,1
fred-mcafee,1998,PittsburghSteelers,14,18,111,6.2,14,0,5,27.78,0,0,0
fred-mcafee,1999,TampaBayBuccaneers,1,0,0,0,0,0,0,0,0,0,0
fred-mcafee,2000,NewOrleansSaints,12,2,37,18.5,40,0,1,50,1,1,0
fred-mcafee,2001,NewOrleansSaints,16,1,2,2,2,0,0,0,0,0,0
fred-mcafee,2002,NewOrleansSaints,11,1,11,11,11,0,1,100,0,0,0
fred-mcafee,2003,NewOrleansSaints,14,1,13,13,13,0,1,100,0,0,0
fred-mcafee,2004,NewOrleansSaints,11,2,54,27,53,0,1,50,1,1,0
fred-mcafee,2005,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0
fred-mcafee,2006,NewOrleansSaints,4,3,12,4,6,1,1,33.33,0,0,0
fred-mcafee,TOTAL,--,194,304,1273,4.2,268,8,66,21.71,7,2,3
fred-mccrary,1995,PhiladelphiaEagles,13,3,1,0.3,1,1,1,33.33,0,0,0
fred-mccrary,1997,NewOrleansSaints,7,8,15,1.9,8,0,0,0,0,0,0
fred-mccrary,1999,SanDiegoChargers,16,0,0,0,0,0,0,0,0,0,0
fred-mccrary,2000,SanDiegoChargers,15,7,8,1.1,4,0,1,14.29,0,0,1
fred-mccrary,2001,SanDiegoChargers,16,2,3,1.5,2,0,1,50,0,0,0
fred-mccrary,2002,SanDiegoChargers,16,2,1,0.5,2,0,0,0,0,0,0
fred-mccrary,2003,NewEnglandPatriots,6,3,3,1,4,0,1,33.33,0,0,0
fred-mccrary,2004,AtlantaFalcons,3,0,0,0,0,0,0,0,0,0,0
fred-mccrary,2005,AtlantaFalcons,15,0,0,0,0,0,0,0,0,0,0
fred-mccrary,2006,AtlantaFalcons,15,0,0,0,0,0,0,0,0,0,0
fred-mccrary,2007,SeattleSeahawks,6,0,0,0,0,0,0,0,0,0,0
fred-mccrary,TOTAL,--,128,25,31,1.2,21,1,4,16,0,0,1
fred-meyer,1942,PhiladelphiaEagles,10,2,13,6.5,0,0,0,0,0,0,0
fred-meyer,1945,PhiladelphiaEagles,8,0,0,0,0,0,0,0,0,0,0
fred-meyer,TOTAL,--,18,2,13,6.5,0,0,0,0,0,0,0
fred-morrison,1950,ChicagoBears,12,66,252,3.8,0,1,0,0,0,0,0
fred-morrison,1951,ChicagoBears,12,29,96,3.3,0,0,0,0,0,0,0
fred-morrison,1952,ChicagoBears,12,95,367,3.9,0,3,0,0,0,0,0
fred-morrison,1953,ChicagoBears,12,95,307,3.2,0,2,0,0,0,0,0
fred-morrison,1954,ClevelandBrowns,12,54,234,4.3,0,2,0,0,0,0,0
fred-morrison,1955,ClevelandBrowns,12,156,824,5.3,0,3,0,0,0,0,0
fred-morrison,1956,ClevelandBrowns,12,83,340,4.1,0,1,0,0,0,0,0
fred-morrison,TOTAL,--,84,578,2420,4.2,0,12,0,0,0,0,0
freddie-mitchell,2001,PhiladelphiaEagles,15,2,-4,-2,12,0,1,50,0,0,0
freddie-mitchell,2002,PhiladelphiaEagles,16,0,0,0,0,0,0,0,0,0,0
freddie-mitchell,2003,PhiladelphiaEagles,16,0,0,0,0,0,0,0,0,0,0
freddie-mitchell,2004,PhiladelphiaEagles,16,0,0,0,0,0,0,0,0,0,0
freddie-mitchell,TOTAL,--,63,2,-4,-2,12,0,1,50,0,0,0
freeman-mcneil,1981,NewYorkJets,11,137,623,4.6,43,2,0,0,0,0,0
freeman-mcneil,1982,NewYorkJets,9,151,786,5.2,48,6,0,0,0,0,0
freeman-mcneil,1983,NewYorkJets,9,160,654,4.1,19,1,0,0,0,0,0
freeman-mcneil,1984,NewYorkJets,12,229,1070,4.7,53,5,0,0,0,0,0
freeman-mcneil,1985,NewYorkJets,14,294,1331,4.5,69,3,0,0,0,0,0
freeman-mcneil,1986,NewYorkJets,12,214,856,4,40,5,0,0,0,0,0
freeman-mcneil,1987,NewYorkJets,9,121,530,4.4,30,0,0,0,0,0,0
freeman-mcneil,1988,NewYorkJets,16,219,944,4.3,28,6,0,0,0,0,0
freeman-mcneil,1989,NewYorkJets,11,80,352,4.4,19,2,0,0,0,0,0
freeman-mcneil,1990,NewYorkJets,16,99,458,4.6,29,6,0,0,0,0,0
freeman-mcneil,1991,NewYorkJets,13,51,300,5.9,58,2,17,33.33,3,1,0
freeman-mcneil,1992,NewYorkJets,12,43,170,4,18,0,7,16.28,0,0,0
freeman-mcneil,TOTAL,--,144,1798,8074,4.5,454,38,24,1.33,3,1,0
gary-marangi,1974,BuffaloBills,3,4,20,5,0,0,0,0,0,0,0
gary-marangi,1975,BuffaloBills,5,7,78,11.1,30,0,0,0,0,0,0
gary-marangi,1976,BuffaloBills,11,39,230,5.9,21,2,0,0,0,0,0
gary-marangi,TOTAL,--,19,50,328,6.6,51,2,0,0,0,0,0
gary-mcdermott,1968,BuffaloBills,14,47,102,2.2,0,3,0,0,0,0,0
gary-mcdermott,1969,AtlantaFalcons,4,7,6,0.9,0,0,0,0,0,0,0
gary-mcdermott,TOTAL,--,18,54,108,2,0,3,0,0,0,0,0
gene-malinowski,1948,BostonYanks,12,11,21,1.9,0,0,0,0,0,0,0
gene-malinowski,TOTAL,--,12,11,21,1.9,0,0,0,0,0,0,0
gene-milton,1968,MiamiDolphins,13,2,46,23,0,0,0,0,0,0,0
gene-milton,1969,MiamiDolphins,14,7,62,8.9,0,0,0,0,0,0,0
gene-milton,TOTAL,--,27,9,108,12,0,0,0,0,0,0,0
gene-mingo,1960,DenverBroncos,14,83,323,3.9,0,4,0,0,0,0,0
gene-mingo,1961,DenverBroncos,10,18,51,2.8,0,0,0,0,0,0,0
gene-mingo,1962,DenverBroncos,14,54,287,5.3,0,4,0,0,0,0,0
gene-mingo,1963,DenverBroncos,14,24,90,3.8,0,0,0,0,0,0,0
gene-mingo,1964,OaklandRaiders,7,6,26,4.3,0,0,0,0,0,0,0
gene-mingo,1965,OaklandRaiders,14,0,0,0,0,0,0,0,0,0,0
gene-mingo,1966,MiamiDolphins,14,0,0,0,0,0,0,0,0,0,0
gene-mingo,1967,WashingtonRedskins,6,0,0,0,0,0,0,0,0,0,0
gene-mingo,1969,PittsburghSteelers,14,0,0,0,0,0,0,0,0,0,0
gene-mingo,1970,PittsburghSteelers,10,0,0,0,0,0,0,0,0,0,0
gene-mingo,TOTAL,--,117,185,777,4.2,0,8,0,0,0,0,0
gene-moore,1969,SanFrancisco49ers,5,2,4,2,0,0,0,0,0,0,0
gene-moore,TOTAL,--,5,2,4,2,0,0,0,0,0,0,0
geno-mazzanti,1950,BaltimoreColts,4,7,22,3.1,0,1,0,0,0,0,0
geno-mazzanti,TOTAL,--,4,7,22,3.1,0,1,0,0,0,0,0
george-magulick,1944,Card-PittCombine,9,17,102,6,0,0,0,0,0,0,0
george-magulick,TOTAL,--,9,17,102,6,0,0,0,0,0,0,0
george-mcafee,1940,ChicagoBears,10,47,253,5.4,0,2,0,0,0,0,0
george-mcafee,1941,ChicagoBears,11,65,474,7.3,0,6,0,0,0,0,0
george-mcafee,1945,ChicagoBears,3,16,139,8.7,0,3,0,0,0,0,0
george-mcafee,1946,ChicagoBears,3,14,53,3.8,0,0,0,0,0,0,0
george-mcafee,1947,ChicagoBears,12,63,209,3.3,0,3,0,0,0,0,0
george-mcafee,1948,ChicagoBears,12,92,392,4.3,0,5,0,0,0,0,0
george-mcafee,1949,ChicagoBears,12,42,161,3.8,0,3,0,0,0,0,0
george-mcafee,1950,ChicagoBears,12,2,4,2,0,0,0,0,0,0,0
george-mcafee,TOTAL,--,75,341,1685,4.9,0,22,0,0,0,0,0
george-mira,1964,SanFrancisco49ers,7,18,177,9.8,0,0,0,0,0,0,0
george-mira,1965,SanFrancisco49ers,10,5,64,12.8,0,0,0,0,0,0,0
george-mira,1966,SanFrancisco49ers,14,10,103,10.3,0,0,0,0,0,0,0
george-mira,1967,SanFrancisco49ers,3,7,23,3.3,0,0,0,0,0,0,0
george-mira,1968,SanFrancisco49ers,13,1,5,5,0,0,0,0,0,0,0
george-mira,1969,PhiladelphiaEagles,7,3,16,5.3,0,0,0,0,0,0,0
george-mira,1971,MiamiDolphins,6,6,-9,-1.5,0,0,0,0,0,0,0
george-mira,TOTAL,--,60,50,379,7.6,0,0,0,0,0,0,0
george-morris-2,1941,ClevelandRams,10,24,69,2.9,0,0,0,0,0,0,0
george-morris-2,1942,ClevelandRams,9,22,65,3,0,0,0,0,0,0,0
george-morris-2,TOTAL,--,19,46,134,2.9,0,0,0,0,0,0,0
gerald-mcneil,1986,ClevelandBrowns,16,1,12,12,12,0,0,0,0,0,0
gerald-mcneil,1987,ClevelandBrowns,12,1,17,17,17,0,0,0,0,0,0
gerald-mcneil,1988,ClevelandBrowns,16,0,0,0,0,0,0,0,0,0,0
gerald-mcneil,1989,ClevelandBrowns,16,2,32,16,18,0,0,0,0,0,0
gerald-mcneil,1990,HoustonOilers,16,0,0,0,0,0,0,0,0,0,0
gerald-mcneil,TOTAL,--,76,4,61,15.3,47,0,0,0,0,0,0
gerry-mcdougall,1962,SanDiegoChargers,4,43,197,4.6,0,3,0,0,0,0,0
gerry-mcdougall,1963,SanDiegoChargers,14,39,201,5.2,0,1,0,0,0,0,0
gerry-mcdougall,1964,SanDiegoChargers,7,23,73,3.2,0,2,0,0,0,0,0
gerry-mcdougall,1968,SanDiegoChargers,0,0,0,0,0,0,0,0,0,0,0
gerry-mcdougall,TOTAL,--,25,105,471,4.5,0,6,0,0,0,0,0
glyn-milburn,1993,DenverBroncos,16,52,231,4.4,26,0,14,26.92,1,0,1
glyn-milburn,1994,DenverBroncos,16,58,201,3.5,20,1,10,17.24,1,0,1
glyn-milburn,1995,DenverBroncos,16,49,266,5.4,29,0,10,20.41,3,0,1
glyn-milburn,1996,DetroitLions,16,0,0,0,0,0,0,0,0,0,0
glyn-milburn,1997,DetroitLions,16,0,0,0,0,0,0,0,0,0,0
glyn-milburn,1998,ChicagoBears,16,4,8,2,3,0,0,0,0,0,0
glyn-milburn,1999,ChicagoBears,16,16,102,6.4,49,1,5,31.25,2,1,0
glyn-milburn,2000,ChicagoBears,16,1,6,6,6,0,0,0,0,0,0
glyn-milburn,2001,SanDiegoChargers,10,3,3,1,4,0,0,0,0,0,0
glyn-milburn,TOTAL,--,138,183,817,4.5,137,2,39,21.31,7,1,3
gonzalo-morales,1947,PittsburghSteelers,8,29,96,3.3,0,0,0,0,0,0,0
gonzalo-morales,1948,PittsburghSteelers,10,13,29,2.2,0,0,0,0,0,0,0
gonzalo-morales,TOTAL,--,18,42,125,3,0,0,0,0,0,0,0
greg-mccrary,1975,AtlantaFalcons,13,0,0,0,0,0,0,0,0,0,0
greg-mccrary,1977,AtlantaFalcons,13,0,0,0,0,0,0,0,0,0,0
greg-mccrary,1978,SanDiegoChargers,13,2,18,9,16,0,0,0,0,0,0
greg-mccrary,1979,SanDiegoChargers,14,0,0,0,0,0,0,0,0,0,0
greg-mccrary,1980,SanDiegoChargers,16,0,0,0,0,0,0,0,0,0,0
greg-mccrary,1981,WashingtonRedskins,5,0,0,0,0,0,0,0,0,0,0
greg-mccrary,TOTAL,--,74,2,18,9,16,0,0,0,0,0,0
greg-mcelroy,2012,NewYorkJets,2,8,30,3.8,15,0,2,25,0,0,0
greg-mcelroy,TOTAL,--,2,8,30,3.8,15,0,2,25,0,0,0
greg-mcmurtry,1990,NewEnglandPatriots,13,0,0,0,0,0,0,0,0,0,0
greg-mcmurtry,1991,NewEnglandPatriots,15,0,0,0,0,0,0,0,0,0,0
greg-mcmurtry,1992,NewEnglandPatriots,16,2,3,1.5,2,0,0,0,0,0,0
