Player_Id,Year,Team,Games_Played,Receptions,Yards,Average,Long,TDs,First_Downs,First_Down_Percentage,Receptions_Over_Twenty_Yards,Receptions_Over_Forty_Yards
tavon-austin,2013,St.LouisRams,13,40,418,10.5,81,4,17,42.5,5,2
tavon-austin,2014,St.LouisRams,15,31,242,7.8,28,0,12,38.71,2,0
tavon-austin,2015,St.LouisRams,16,52,473,9.1,66,5,21,40.38,5,2
tavon-austin,2016,LosAngelesRams,15,58,509,8.8,43,3,25,43.1,6,1
tavon-austin,2017,LosAngelesRams,16,13,47,3.6,13,0,2,15.38,0,0
tavon-austin,2018,DallasCowboys,7,8,140,17.5,64,2,5,62.5,2,2
tavon-austin,2019,DallasCowboys,14,13,177,13.6,59,1,8,61.54,2,1
tavon-austin,2020,GreenBayPackers,4,5,20,4,7,0,1,20,0,0
tavon-austin,TOTAL,--,100,220,2026,9.2,361,15,91,41.36,22,8
antony-auclair,2017,TampaBayBuccaneers,8,2,25,12.5,14,0,2,100,0,0
antony-auclair,2018,TampaBayBuccaneers,16,7,48,6.9,12,0,1,14.29,0,0
antony-auclair,2019,TampaBayBuccaneers,8,1,11,11,11,0,1,100,0,0
antony-auclair,2020,TampaBayBuccaneers,8,0,0,0,--,0,0,0,0,0
antony-auclair,TOTAL,--,40,10,84,8.4,37,0,4,40,0,0
marcell-ateman,2018,OaklandRaiders,7,15,154,10.3,32,1,7,46.67,2,0
marcell-ateman,2019,OaklandRaiders,11,5,116,23.2,36,0,3,60,3,0
marcell-ateman,2020,LasVegasRaiders,--,--,--,--,--,--,--,--,--,--
marcell-ateman,TOTAL,--,18,20,270,13.5,68,1,10,50,5,0
devin-asiasi,2020,NewEnglandPatriots,9,2,39,19.5,26,1,2,100,1,0
devin-asiasi,TOTAL,--,9,2,39,19.5,26,1,2,100,1,0
dan-arnold,2018,NewOrleansSaints,10,12,150,12.5,25,1,9,75,4,0
dan-arnold,2019,ArizonaCardinals,5,8,127,15.9,37,2,6,75,3,0
dan-arnold,2020,ArizonaCardinals,16,31,438,14.1,59,4,24,77.42,8,2
dan-arnold,TOTAL,--,31,51,715,14,121,7,39,76.47,15,2
ryquell-armstead,2019,JacksonvilleJaguars,16,14,144,10.3,31,2,9,64.29,2,0
ryquell-armstead,2020,JacksonvilleJaguars,--,--,--,--,--,--,--,--,--,--
ryquell-armstead,TOTAL,--,16,14,144,10.3,31,2,9,64.29,2,0
alex-armah,2017,CarolinaPanthers,9,--,--,--,--,--,--,--,--,--
alex-armah,2018,CarolinaPanthers,16,1,5,5,5,0,0,0,0,0
alex-armah,2019,CarolinaPanthers,16,2,6,3,4,0,0,0,0,0
alex-armah,2020,CarolinaPanthers,16,5,18,3.6,14,0,1,20,0,0
alex-armah,TOTAL,--,57,8,29,3.6,23,0,1,12.5,0,0
j-j-arcega-whiteside,2019,PhiladelphiaEagles,16,10,169,16.9,30,1,7,70,4,0
j-j-arcega-whiteside,2020,PhiladelphiaEagles,8,4,85,21.3,37,0,4,100,2,0
j-j-arcega-whiteside,TOTAL,--,24,14,254,18.1,67,1,11,78.57,6,0
mark-andrews,2018,BaltimoreRavens,16,34,552,16.2,74,3,28,82.35,8,2
mark-andrews,2019,BaltimoreRavens,15,64,852,13.3,51,10,44,68.75,16,1
mark-andrews,2020,BaltimoreRavens,14,58,701,12.1,39,7,37,63.79,10,0
mark-andrews,TOTAL,--,45,156,2105,13.5,164,20,109,69.87,34,3
stephen-anderson,2016,HoustonTexans,13,11,93,8.5,14,1,6,54.55,0,0
stephen-anderson,2017,HoustonTexans,15,25,342,13.7,42,1,17,68,5,1
stephen-anderson,2018,NewEnglandPatriots,--,--,--,--,--,--,--,--,--,--
stephen-anderson,2019,LosAngelesChargers,1,--,--,--,--,--,--,--,--,--
stephen-anderson,2020,LosAngelesChargers,16,8,106,13.3,23,0,7,87.5,1,0
stephen-anderson,TOTAL,--,45,44,541,12.3,79,2,30,68.18,6,1
robby-anderson,2016,NewYorkJets,16,42,587,14,52,2,18,42.86,10,4
robby-anderson,2017,NewYorkJets,16,63,941,14.9,69,7,36,57.14,17,3
robby-anderson,2018,NewYorkJets,14,50,752,15,76,6,30,60,10,2
robby-anderson,2019,NewYorkJets,16,52,779,15,92,5,35,67.31,13,2
robby-anderson,2020,CarolinaPanthers,16,95,1096,11.5,75,3,49,51.58,16,2
robby-anderson,TOTAL,--,78,302,4155,13.8,364,23,168,55.63,66,13
danny-amendola,2009,St.LouisRams,14,43,326,7.6,25,1,20,46.51,1,0
danny-amendola,2010,St.LouisRams,16,85,689,8.1,36,3,35,41.18,2,0
danny-amendola,2011,St.LouisRams,1,5,45,9,18,0,3,60,0,0
danny-amendola,2012,St.LouisRams,11,63,666,10.6,56,3,38,60.32,5,2
danny-amendola,2013,NewEnglandPatriots,12,54,633,11.7,57,2,37,68.52,8,1
danny-amendola,2014,NewEnglandPatriots,16,27,200,7.4,21,1,12,44.44,1,0
danny-amendola,2015,NewEnglandPatriots,14,65,648,10,41,3,32,49.23,5,1
danny-amendola,2016,NewEnglandPatriots,12,23,243,10.6,32,4,14,60.87,1,0
danny-amendola,2017,NewEnglandPatriots,15,61,659,10.8,27,2,39,63.93,7,0
danny-amendola,2018,MiamiDolphins,15,59,575,9.8,39,1,27,45.76,4,0
danny-amendola,2019,DetroitLions,15,62,678,10.9,47,1,36,58.06,6,2
danny-amendola,2020,DetroitLions,14,46,602,13.1,50,0,30,65.22,8,1
danny-amendola,TOTAL,--,155,593,5964,10.1,449,21,323,54.47,48,7
tyson-alualu,2010,JacksonvilleJaguars,16,0,0,0,0,0,0,0,0,0
tyson-alualu,2011,JacksonvilleJaguars,16,0,0,0,0,0,0,0,0,0
tyson-alualu,2012,JacksonvilleJaguars,16,0,0,0,0,0,0,0,0,0
tyson-alualu,2013,JacksonvilleJaguars,16,0,0,0,0,0,0,0,0,0
tyson-alualu,2014,JacksonvilleJaguars,16,0,0,0,0,0,0,0,0,0
tyson-alualu,2015,JacksonvilleJaguars,16,2,19,9.5,16,0,2,100,0,0
tyson-alualu,2016,JacksonvilleJaguars,14,0,0,0,0,0,0,0,0,0
tyson-alualu,2017,PittsburghSteelers,16,--,--,--,--,--,--,--,--,--
tyson-alualu,2018,PittsburghSteelers,15,--,--,--,--,--,--,--,--,--
tyson-alualu,2019,PittsburghSteelers,16,--,--,--,--,--,--,--,--,--
tyson-alualu,2020,PittsburghSteelers,15,--,--,--,--,--,--,--,--,--
tyson-alualu,TOTAL,--,172,2,19,9.5,16,0,2,100,0,0
geronimo-allison,2016,GreenBayPackers,10,12,202,16.8,39,2,11,91.67,3,0
geronimo-allison,2017,GreenBayPackers,15,23,253,11,72,0,10,43.48,1,1
geronimo-allison,2018,GreenBayPackers,5,20,303,15.2,64,2,11,55,4,1
geronimo-allison,2019,GreenBayPackers,16,34,287,8.4,31,2,16,47.06,3,0
geronimo-allison,2020,DetroitLions,--,--,--,--,--,--,--,--,--,--
geronimo-allison,TOTAL,--,46,89,1045,11.7,206,6,48,53.93,11,2
keenan-allen,2013,SanDiegoChargers,15,71,1046,14.7,43,8,54,76.06,16,1
keenan-allen,2014,SanDiegoChargers,14,77,783,10.2,35,4,41,53.25,6,0
keenan-allen,2015,SanDiegoChargers,8,67,725,10.8,38,4,34,50.75,8,0
keenan-allen,2016,SanDiegoChargers,1,6,63,10.5,15,0,5,83.33,0,0
keenan-allen,2017,LosAngelesChargers,16,102,1393,13.7,51,6,74,72.55,18,4
keenan-allen,2018,LosAngelesChargers,16,97,1196,12.3,54,6,62,63.92,13,1
keenan-allen,2019,LosAngelesChargers,16,104,1199,11.5,45,6,63,60.58,15,1
keenan-allen,2020,LosAngelesChargers,14,100,992,9.9,28,8,61,61,10,0
keenan-allen,TOTAL,--,100,624,7397,11.9,309,42,394,63.14,86,7
josh-allen-4,2018,BuffaloBills,12,0,0,0,--,0,0,0,0,0
josh-allen-4,2019,BuffaloBills,16,--,--,--,--,--,--,--,--,--
josh-allen-4,2020,BuffaloBills,16,1,12,12,12,1,1,100,0,0
josh-allen-4,TOTAL,--,44,1,12,12,12,1,1,100,0,0
javorius-allen,2015,BaltimoreRavens,16,45,353,7.8,41,2,16,35.56,1,1
javorius-allen,2016,BaltimoreRavens,8,3,15,5,8,0,2,66.67,0,0
javorius-allen,2017,BaltimoreRavens,16,46,250,5.4,20,2,16,34.78,1,0
javorius-allen,2018,BaltimoreRavens,14,35,196,5.6,17,2,11,31.43,0,0
javorius-allen,2019,NewYorkGiants,10,1,9,9,9,0,0,0,0,0
javorius-allen,TOTAL,--,64,130,823,6.3,95,6,45,34.62,2,1
mo-alie-cox,2018,IndianapolisColts,9,7,133,19,34,2,6,85.71,4,0
mo-alie-cox,2019,IndianapolisColts,16,8,93,11.6,21,0,5,62.5,1,0
mo-alie-cox,2020,IndianapolisColts,15,31,394,12.7,45,2,19,61.29,6,1
mo-alie-cox,TOTAL,--,40,46,620,13.5,100,4,30,65.22,11,1
jordan-akins,2018,HoustonTexans,16,17,225,13.2,28,0,11,64.71,3,0
jordan-akins,2019,HoustonTexans,16,36,418,11.6,53,2,21,58.33,4,1
jordan-akins,2020,HoustonTexans,13,37,403,10.9,26,1,20,54.05,7,0
jordan-akins,TOTAL,--,45,90,1046,11.6,107,3,52,57.78,14,1
cam-akers,2020,LosAngelesRams,13,11,123,11.2,38,1,4,36.36,2,0
cam-akers,TOTAL,--,13,11,123,11.2,38,1,4,36.36,2,0
brandon-aiyuk,2020,SanFrancisco49ers,12,60,748,12.5,49,5,43,71.67,10,1
brandon-aiyuk,TOTAL,--,12,60,748,12.5,49,5,43,71.67,10,1
salvon-ahmed,2020,MiamiDolphins,6,11,61,5.6,13,0,2,18.18,0,0
salvon-ahmed,TOTAL,--,6,11,61,5.6,13,0,2,18.18,0,0
jamal-agnew,2017,DetroitLions,13,2,18,9,12,0,1,50,0,0
jamal-agnew,2018,DetroitLions,6,--,--,--,--,--,--,--,--,--
jamal-agnew,2019,DetroitLions,13,1,-2,-2,-2,0,0,0,0,0
jamal-agnew,2020,DetroitLions,14,13,89,6.9,20,0,4,30.77,1,0
jamal-agnew,TOTAL,--,46,16,105,6.6,30,0,5,31.25,1,0
nelson-agholor,2015,PhiladelphiaEagles,13,23,283,12.3,53,1,11,47.83,3,2
nelson-agholor,2016,PhiladelphiaEagles,15,36,365,10.1,40,2,15,41.67,3,1
nelson-agholor,2017,PhiladelphiaEagles,16,62,768,12.4,72,8,35,56.45,9,3
nelson-agholor,2018,PhiladelphiaEagles,16,64,736,11.5,83,4,28,43.75,10,5
nelson-agholor,2019,PhiladelphiaEagles,11,39,363,9.3,43,3,17,43.59,5,1
nelson-agholor,2020,LasVegasRaiders,16,48,896,18.7,85,8,37,77.08,15,5
nelson-agholor,TOTAL,--,87,272,3411,12.5,376,26,143,52.57,45,17
bralon-addison,2016,ChicagoBears,2,1,11,11,11,0,1,100,0,0
bralon-addison,TOTAL,--,2,1,11,11,11,0,1,100,0,0
josh-adams,2018,PhiladelphiaEagles,14,7,58,8.3,13,0,3,42.86,0,0
josh-adams,2019,NewYorkJets,3,--,--,--,--,--,--,--,--,--
josh-adams,2020,NewYorkJets,8,6,29,4.8,11,0,2,33.33,0,0
josh-adams,TOTAL,--,25,13,87,6.7,24,0,5,38.46,0,0
jerell-adams,2016,NewYorkGiants,13,16,122,7.6,14,1,8,50,0,0
jerell-adams,2017,NewYorkGiants,16,8,92,11.5,38,0,5,62.5,1,0
jerell-adams,2018,HoustonTexans,--,--,--,--,--,--,--,--,--,--
jerell-adams,2019,NewOrleansSaints,1,--,--,--,--,--,--,--,--,--
jerell-adams,2020,DetroitLions,--,--,--,--,--,--,--,--,--,--
jerell-adams,TOTAL,--,30,24,214,8.9,52,1,13,54.17,1,0
davante-adams,2014,GreenBayPackers,16,38,446,11.7,45,3,23,60.53,5,1
davante-adams,2015,GreenBayPackers,13,50,483,9.7,40,1,20,40,6,1
davante-adams,2016,GreenBayPackers,16,75,997,13.3,66,12,45,60,17,4
davante-adams,2017,GreenBayPackers,14,74,885,12,55,10,45,60.81,8,3
davante-adams,2018,GreenBayPackers,15,111,1386,12.5,57,13,64,57.66,18,5
davante-adams,2019,GreenBayPackers,12,83,997,12,58,5,54,65.06,12,2
davante-adams,2020,GreenBayPackers,14,115,1374,12,56,18,73,63.48,18,5
davante-adams,TOTAL,--,100,546,6568,12,377,62,324,59.34,84,21
ameer-abdullah,2015,DetroitLions,16,25,183,7.3,36,1,11,44,1,0
ameer-abdullah,2016,DetroitLions,2,5,57,11.4,18,1,4,80,0,0
ameer-abdullah,2017,DetroitLions,14,25,162,6.5,22,1,13,52,1,0
ameer-abdullah,2018,MinnesotaVikings,10,3,28,9.3,12,0,1,33.33,0,0
ameer-abdullah,2019,MinnesotaVikings,16,15,88,5.9,16,1,5,33.33,0,0
ameer-abdullah,2020,MinnesotaVikings,16,8,58,7.3,22,2,4,50,1,0
ameer-abdullah,TOTAL,--,74,81,576,7.1,126,6,38,46.91,3,0
damiere-byrd,2016,CarolinaPanthers,1,1,16,16,16,0,1,100,0,0
damiere-byrd,2017,CarolinaPanthers,8,10,105,10.5,31,2,5,50,2,0
damiere-byrd,2018,CarolinaPanthers,8,1,8,8,8,0,1,100,0,0
damiere-byrd,2019,ArizonaCardinals,11,32,359,11.2,58,1,16,50,3,2
damiere-byrd,2020,NewEnglandPatriots,16,47,604,12.9,42,1,29,61.7,10,1
damiere-byrd,TOTAL,--,44,91,1092,12,155,4,52,57.14,15,3
kevin-byard,2016,TennesseeTitans,16,0,0,0,0,0,0,0,0,0
kevin-byard,2017,TennesseeTitans,16,--,--,--,--,--,--,--,--,--
kevin-byard,2018,TennesseeTitans,16,--,--,--,--,--,--,--,--,--
kevin-byard,2019,TennesseeTitans,16,1,11,11,11,0,1,100,0,0
kevin-byard,2020,TennesseeTitans,16,--,--,--,--,--,--,--,--,--
kevin-byard,TOTAL,--,80,1,11,11,11,0,1,100,0,0
jake-butt,2018,DenverBroncos,3,8,85,10.6,22,0,4,50,2,0
jake-butt,2019,DenverBroncos,--,--,--,--,--,--,--,--,--,--
jake-butt,2020,DenverBroncos,5,2,5,2.5,5,0,0,0,0,0
jake-butt,TOTAL,--,8,10,90,9,27,0,4,40,2,0
trey-burton,2014,PhiladelphiaEagles,15,0,0,0,0,0,0,0,0,0
trey-burton,2015,PhiladelphiaEagles,16,3,54,18,43,0,1,33.33,1,1
trey-burton,2016,PhiladelphiaEagles,15,37,327,8.8,32,1,20,54.05,1,0
trey-burton,2017,PhiladelphiaEagles,15,23,248,10.8,27,5,14,60.87,2,0
trey-burton,2018,ChicagoBears,16,54,569,10.5,47,6,29,53.7,7,1
trey-burton,2019,ChicagoBears,8,14,84,6,16,0,5,35.71,0,0
trey-burton,2020,IndianapolisColts,13,28,250,8.9,20,3,14,50,1,0
trey-burton,TOTAL,--,98,159,1532,9.6,185,15,83,52.2,12,2
michael-burton,2015,DetroitLions,16,6,39,6.5,12,1,3,50,0,0
michael-burton,2016,DetroitLions,15,0,0,0,0,0,0,0,0,0
michael-burton,2017,ChicagoBears,16,2,8,4,8,0,0,0,0,0
michael-burton,2018,ChicagoBears,8,1,6,6,6,0,1,100,0,0
michael-burton,2019,WashingtonRedskins,10,0,0,0,--,0,0,0,0,0
michael-burton,2020,NewOrleansSaints,15,4,28,7,12,0,1,25,0,0
michael-burton,TOTAL,--,80,13,81,6.2,38,1,5,38.46,0,0
deontay-burnett,2018,NewYorkJets,5,10,143,14.3,29,0,7,70,3,0
deontay-burnett,2019,PhiladelphiaEagles,1,2,48,24,41,0,1,50,1,1
deontay-burnett,2020,PhiladelphiaEagles,2,3,19,6.3,10,0,1,33.33,0,0
deontay-burnett,TOTAL,--,8,15,210,14,80,0,9,60,4,1
rex-burkhead,2013,CincinnatiBengals,1,0,0,0,0,0,0,0,0,0
rex-burkhead,2014,CincinnatiBengals,9,7,49,7,15,0,3,42.86,0,0
rex-burkhead,2015,CincinnatiBengals,16,10,94,9.4,27,1,4,40,2,0
rex-burkhead,2016,CincinnatiBengals,16,17,145,8.5,18,0,8,47.06,0,0
rex-burkhead,2017,NewEnglandPatriots,10,30,254,8.5,23,3,13,43.33,1,0
rex-burkhead,2018,NewEnglandPatriots,8,14,131,9.4,25,1,4,28.57,1,0
rex-burkhead,2019,NewEnglandPatriots,13,27,279,10.3,32,0,10,37.04,4,0
rex-burkhead,2020,NewEnglandPatriots,10,25,192,7.7,24,3,11,44,1,0
rex-burkhead,TOTAL,--,83,130,1144,8.8,164,8,53,40.77,9,0
ventell-bryant,2019,DallasCowboys,12,1,15,15,15,1,1,100,0,0
ventell-bryant,2020,CarolinaPanthers,--,--,--,--,--,--,--,--,--,--
ventell-bryant,TOTAL,--,12,1,15,15,15,1,1,100,0,0
hunter-bryant,2020,DetroitLions,5,1,44,44,44,0,1,100,1,1
hunter-bryant,TOTAL,--,5,1,44,44,44,0,1,100,1,1
harrison-bryant,2020,ClevelandBrowns,15,24,238,9.9,35,3,14,58.33,1,0
harrison-bryant,TOTAL,--,15,24,238,9.9,35,3,14,58.33,1,0
dez-bryant,2010,DallasCowboys,12,45,561,12.5,46,6,27,60,8,3
dez-bryant,2011,DallasCowboys,15,63,928,14.7,50,9,48,76.19,17,2
dez-bryant,2012,DallasCowboys,16,92,1382,15,85,12,54,58.7,19,6
dez-bryant,2013,DallasCowboys,16,93,1233,13.3,79,13,67,72.04,14,4
dez-bryant,2014,DallasCowboys,16,88,1320,15,68,16,60,68.18,22,5
dez-bryant,2015,DallasCowboys,9,31,401,12.9,51,3,18,58.06,3,2
dez-bryant,2016,DallasCowboys,13,50,796,15.9,56,8,38,76,10,3
dez-bryant,2017,DallasCowboys,16,69,838,12.1,50,6,44,63.77,8,2
dez-bryant,2018,NewOrleansSaints,--,--,--,--,--,--,--,--,--,--
dez-bryant,2020,BaltimoreRavens,6,6,47,7.8,16,2,3,50,0,0
dez-bryant,TOTAL,--,119,537,7506,14,501,75,359,66.85,101,27
pharaoh-brown,2017,OaklandRaiders,2,--,--,--,--,--,--,--,--,--
pharaoh-brown,2018,ClevelandBrowns,0,--,--,--,--,--,--,--,--,--
pharaoh-brown,2019,ClevelandBrowns,9,2,27,13.5,18,0,1,50,0,0
pharaoh-brown,2020,HoustonTexans,13,14,163,11.6,29,2,9,64.29,2,0
pharaoh-brown,TOTAL,--,24,16,190,11.9,47,2,10,62.5,2,0
noah-brown,2017,DallasCowboys,13,4,33,8.3,14,0,3,75,0,0
noah-brown,2018,DallasCowboys,8,5,54,10.8,22,0,2,40,1,0
noah-brown,2019,DallasCowboys,--,--,--,--,--,--,--,--,--,--
noah-brown,2020,DallasCowboys,16,14,154,11,20,0,6,42.86,1,0
noah-brown,TOTAL,--,37,23,241,10.5,56,0,11,47.83,2,0
malcolm-brown,2015,St.LouisRams,1,1,-2,-2,-2,0,0,0,0,0
malcolm-brown,2016,LosAngelesRams,16,3,46,15.3,26,0,2,66.67,1,0
malcolm-brown,2017,LosAngelesRams,11,9,53,5.9,16,0,3,33.33,0,0
malcolm-brown,2018,LosAngelesRams,12,5,52,10.4,18,1,2,40,0,0
malcolm-brown,2019,LosAngelesRams,14,2,16,8,10,0,0,0,0,0
malcolm-brown,2020,LosAngelesRams,16,23,162,7,30,0,9,39.13,1,0
malcolm-brown,TOTAL,--,70,43,327,7.6,98,1,16,37.21,2,0
john-brown,2014,ArizonaCardinals,16,48,696,14.5,75,5,31,64.58,11,2
john-brown,2015,ArizonaCardinals,15,65,1003,15.4,68,7,49,75.38,11,6
john-brown,2016,ArizonaCardinals,15,39,517,13.3,30,2,28,71.79,5,0
john-brown,2017,ArizonaCardinals,10,21,299,14.2,52,3,15,71.43,2,1
john-brown,2018,BaltimoreRavens,16,42,715,17,71,5,28,66.67,11,4
john-brown,2019,BuffaloBills,15,72,1060,14.7,53,6,53,73.61,17,3
john-brown,2020,BuffaloBills,9,33,458,13.9,46,3,22,66.67,7,1
john-brown,TOTAL,--,96,320,4748,14.8,395,31,226,70.62,64,17
jaron-brown,2013,ArizonaCardinals,16,11,140,12.7,32,1,6,54.55,1,0
jaron-brown,2014,ArizonaCardinals,16,22,229,10.4,26,2,14,63.64,4,0
jaron-brown,2015,ArizonaCardinals,16,11,144,13.1,39,1,8,72.73,3,0
jaron-brown,2016,ArizonaCardinals,7,11,187,17,51,1,6,54.55,3,1
jaron-brown,2017,ArizonaCardinals,16,31,477,15.4,52,4,23,74.19,12,1
jaron-brown,2018,SeattleSeahawks,16,14,166,11.9,45,5,9,64.29,1,1
jaron-brown,2019,SeattleSeahawks,14,16,220,13.8,48,2,10,62.5,3,1
jaron-brown,2020,ArizonaCardinals,--,--,--,--,--,--,--,--,--,--
jaron-brown,TOTAL,--,101,116,1563,13.5,293,16,76,65.52,27,4
fred-brown,2019,DenverBroncos,13,2,21,10.5,16,0,1,50,0,0
fred-brown,2020,DenverBroncos,1,--,--,--,--,--,--,--,--,--
fred-brown,TOTAL,--,14,2,21,10.5,16,0,1,50,0,0
a-j-brown,2019,TennesseeTitans,16,52,1051,20.2,91,8,39,75,15,8
a-j-brown,2020,TennesseeTitans,14,70,1075,15.4,73,11,55,78.57,13,5
a-j-brown,TOTAL,--,30,122,2126,17.4,164,19,94,77.05,28,13
marquise-brown,2019,BaltimoreRavens,14,46,584,12.7,83,7,24,52.17,8,4
marquise-brown,2020,BaltimoreRavens,16,58,769,13.3,70,8,35,60.34,13,4
marquise-brown,TOTAL,--,30,104,1353,13,153,15,59,56.73,21,8
daniel-brown,2015,BaltimoreRavens,6,6,64,10.7,31,0,4,66.67,1,0
daniel-brown,2016,ChicagoBears,8,16,124,7.8,12,1,8,50,0,0
daniel-brown,2017,ChicagoBears,14,13,129,9.9,17,0,9,69.23,0,0
daniel-brown,2018,ChicagoBears,14,--,--,--,--,--,--,--,--,--
daniel-brown,2019,NewYorkJets,16,7,72,10.3,24,1,4,57.14,2,0
daniel-brown,2020,NewYorkJets,16,2,31,15.5,18,0,2,100,0,0
daniel-brown,TOTAL,--,74,44,420,9.6,102,2,27,61.36,3,0
antonio-brown,2010,PittsburghSteelers,9,16,167,10.4,26,0,10,62.5,2,0
antonio-brown,2011,PittsburghSteelers,16,69,1108,16.1,79,2,57,82.61,18,3
antonio-brown,2012,PittsburghSteelers,13,66,787,11.9,60,5,43,65.15,10,2
antonio-brown,2013,PittsburghSteelers,16,110,1499,13.6,56,8,69,62.73,23,6
antonio-brown,2014,PittsburghSteelers,16,129,1698,13.2,63,13,85,65.89,19,4
antonio-brown,2015,PittsburghSteelers,16,136,1834,13.5,59,10,84,61.76,25,8
antonio-brown,2016,PittsburghSteelers,15,106,1284,12.1,51,12,64,60.38,22,3
antonio-brown,2017,PittsburghSteelers,14,101,1533,15.2,57,9,71,70.3,27,7
antonio-brown,2018,PittsburghSteelers,15,104,1297,12.5,78,15,63,60.58,17,6
antonio-brown,2019,NewEnglandPatriots,1,4,56,14,20,1,3,75,1,0
antonio-brown,2020,TampaBayBuccaneers,8,45,483,10.7,46,4,27,60,6,1
antonio-brown,TOTAL,--,139,886,11746,13.3,595,79,576,65.01,170,40
jacoby-brissett,2016,NewEnglandPatriots,3,0,0,0,0,0,0,0,0,0
jacoby-brissett,2017,IndianapolisColts,16,--,--,--,--,--,--,--,--,--
jacoby-brissett,2018,IndianapolisColts,4,--,--,--,--,--,--,--,--,--
jacoby-brissett,2019,IndianapolisColts,15,1,2,2,2,0,0,0,0,0
jacoby-brissett,2020,IndianapolisColts,11,--,--,--,--,--,--,--,--,--
jacoby-brissett,TOTAL,--,49,1,2,2,2,0,0,0,0,0
matt-breida,2017,SanFrancisco49ers,16,21,180,8.6,32,1,9,42.86,2,0
matt-breida,2018,SanFrancisco49ers,14,27,261,9.7,26,2,12,44.44,5,0
matt-breida,2019,SanFrancisco49ers,13,19,120,6.3,17,1,6,31.58,0,0
matt-breida,2020,MiamiDolphins,12,9,96,10.7,31,0,5,55.56,2,0
matt-breida,TOTAL,--,55,76,657,8.6,106,4,32,42.11,9,0
drew-brees,2001,SanDiegoChargers,1,0,0,0,0,0,0,0,0,0
drew-brees,2002,SanDiegoChargers,16,0,0,0,0,0,0,0,0,0
drew-brees,2003,SanDiegoChargers,11,1,21,21,21,1,1,100,1,0
drew-brees,2004,SanDiegoChargers,15,1,38,38,38,0,1,100,1,0
drew-brees,2005,SanDiegoChargers,16,0,0,0,0,0,0,0,0,0
drew-brees,2006,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0
drew-brees,2007,NewOrleansSaints,16,2,10,5,8,0,0,0,0,0
drew-brees,2008,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0
drew-brees,2009,NewOrleansSaints,15,1,-4,-4,-4,0,0,0,0,0
drew-brees,2010,NewOrleansSaints,16,1,7,7,7,0,0,0,0,0
drew-brees,2011,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0
drew-brees,2012,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0
drew-brees,2013,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0
drew-brees,2014,NewOrleansSaints,16,1,1,1,1,0,0,0,0,0
drew-brees,2015,NewOrleansSaints,15,0,0,0,0,0,0,0,0,0
drew-brees,2016,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0
drew-brees,2017,NewOrleansSaints,16,--,--,--,--,--,--,--,--,--
drew-brees,2018,NewOrleansSaints,15,1,1,1,1,0,0,0,0,0
drew-brees,2019,NewOrleansSaints,11,--,--,--,--,--,--,--,--,--
drew-brees,2020,NewOrleansSaints,12,--,--,--,--,--,--,--,--,--
drew-brees,TOTAL,--,287,8,74,9.3,72,1,2,25,2,0
ben-braunecker,2016,ChicagoBears,13,4,41,10.3,14,0,2,50,0,0
ben-braunecker,2017,ChicagoBears,8,--,--,--,--,--,--,--,--,--
ben-braunecker,2018,ChicagoBears,15,3,42,14,20,0,2,66.67,1,0
ben-braunecker,2019,ChicagoBears,11,6,59,9.8,18,1,5,83.33,0,0
ben-braunecker,TOTAL,--,47,13,142,10.9,52,1,9,69.23,1,0
cameron-brate,2014,TampaBayBuccaneers,5,1,17,17,17,0,1,100,0,0
cameron-brate,2015,TampaBayBuccaneers,14,23,288,12.5,46,3,14,60.87,5,1
cameron-brate,2016,TampaBayBuccaneers,15,57,660,11.6,38,8,40,70.18,5,0
cameron-brate,2017,TampaBayBuccaneers,16,48,591,12.3,35,6,33,68.75,5,0
cameron-brate,2018,TampaBayBuccaneers,16,30,289,9.6,21,6,18,60,2,0
cameron-brate,2019,TampaBayBuccaneers,16,36,311,8.6,37,4,21,58.33,1,0
cameron-brate,2020,TampaBayBuccaneers,16,28,282,10.1,25,2,17,60.71,2,0
cameron-brate,TOTAL,--,98,223,2438,10.9,219,29,144,64.57,20,1
tom-brady,2000,NewEnglandPatriots,1,0,0,0,0,0,0,0,0,0
tom-brady,2001,NewEnglandPatriots,15,1,23,23,23,0,1,100,1,0
tom-brady,2002,NewEnglandPatriots,16,0,0,0,0,0,0,0,0,0
tom-brady,2003,NewEnglandPatriots,16,0,0,0,0,0,0,0,0,0
tom-brady,2004,NewEnglandPatriots,16,0,0,0,0,0,0,0,0,0
tom-brady,2005,NewEnglandPatriots,16,0,0,0,0,0,0,0,0,0
tom-brady,2006,NewEnglandPatriots,16,0,0,0,0,0,0,0,0,0
tom-brady,2007,NewEnglandPatriots,16,0,0,0,0,0,0,0,0,0
tom-brady,2008,NewEnglandPatriots,1,0,0,0,0,0,0,0,0,0
tom-brady,2009,NewEnglandPatriots,16,0,0,0,0,0,0,0,0,0
tom-brady,2010,NewEnglandPatriots,16,0,0,0,0,0,0,0,0,0
tom-brady,2011,NewEnglandPatriots,16,0,0,0,0,0,0,0,0,0
